instance	true	probability	assigned	uid	uname	forum	title	content	UserInfo_FollowCount	UserInfo_FollowedCount	UserInfo_FollowFollowedRatio	UserInfo_RegTime	UserInfo_HasMobile	UserInfo_HasBirth	UserInfo_HasSex	UserInfo_IsMale	UserInfo_IsFemale	UserInfo_IsGroupOwner	UserInfo_MaxLevel	UserInfo_FourmNum	UserInfo_LevelMean	UserInfo_LevelVar	UserInfo_NowLevel	UserInfo_UnamePattern0	UserInfo_UnamePattern1	UserInfo_UnamePattern2	UserInfo_UnameIsEnNum	UserInfo_IsQQName	ForumInfo_ForumInfo	ForumInfo_Level2Info	ForumInfo_Level1Info	ForumInfo_RankInfo	ForumInfo_RankMean	ForumInfo_RankVar	ForumInfo_NowRank	ForumInfo_FormTitleMatchRatio	ForumInfo_Level1Name0	ForumInfo_Level1Name1	ForumInfo_Level1Name2	ForumInfo_Level1Name3	ForumInfo_Level1Name4	ForumInfo_Level1Name5	ForumInfo_Level1Name6	ForumInfo_Level1Name7	ForumInfo_Level1Name8	ForumInfo_Level1Name9	ForumInfo_Level1Name10	ForumInfo_Level1Name11	ForumInfo_Level1Name12	ForumInfo_Level1Name13	ForumInfo_Level1Name14	ForumInfo_Level1Name15	ForumInfo_Level1Name16	ForumInfo_Level1Name17	ForumInfo_Level1Name18	ForumInfo_Level1Name19	ForumInfo_Level1Name20	ForumInfo_Level1Name21	ForumInfo_Level1Name22	ForumInfo_Level1Name23	ForumInfo_Level1Name24	ForumInfo_Level1Name25	ForumInfo_Level1Name26	ForumInfo_Level1Name27	ForumInfo_Level1Name28	ContentSim_AvgSimByThread1	ContentSim_AvgSimByForum	ContentSim_AvgSimByThread2	ContentSim_Top2ContentsSim	TitleSim_AvgSimByThread	TitleSim_AvgSimByForum	TitleSim_Top2TitleSim	RepeatString_TextLengthMean	RepeatString_TextLengthVar	RepeatString_TextCnLengthMean	RepeatString_TextCnLengthVar	RepeatString_NowLength	RepeatString_NowCnLength	RepeatString_NowCnRatio	RepeatString_CnRatio	RepeatString_ThreadTextLengthMean	RepeatString_ThreadTextLengthVar	RepeatString_ReplyTextLengthMean	RepeatString_ReplyTextLengthVar	UrlWeight_NowUrlScore	UrlWeight_NowHasVideo	UrlWeight_NowHasEmail	UrlWeight_NowHasPic	UrlWeight_UrlScoreAvg	UrlWeight_UrlScoreAvgMultTextLength	UrlWeight_UrlScoreMin	UrlWeight_UrlScoreMax	UrlWeight_UrlRatio	UrlWeight_PicRatio	UrlWeight_PicRatioMultTextLength	UrlWeight_EmailRatio	UrlWeight_VideoRatio	UrlWeight_VideoRatioMultTextLength	UrlWeight_AnyRatio	UrlWeight_AnyRatioMultTextLength	UrlWeight_UniqueUrlRatio	UrlWeight_UniquePicRatio	UrlWeight_UniqueVideoRatio	NumberWeight_NumRatio	NumberWeight_UniqueNumRatio	NumberWeight_DeformNumRatio	UnusualChar_	UnusualCn_UnusualCnPostsRatio	UnusualCn_UnusualCnRatio	DictMatch_WhiteTitleRatio	DictMatch_NowBlackTitleCount	DictMatch_NowGrayTitleCount	DictMatch_NowBlackTitleCount2	DictMatch_NowGrayTitleCount2	DictMatch_NowBlackContentCount	DictMatch_NowGrayContentCount	DictMatch_NowBlackContentCount2	DictMatch_NowGrayContentCount2	DictMatch_BlackTitleRatio	DictMatch_GrayTitleRatio	DictMatch_BlackTitleRatio2	DictMatch_GrayTitleRatio2	DictMatch_BlackContentPerPost	DictMatch_GrayContentPerPost	DictMatch_BlackContentPerPost2	DictMatch_GrayContentPerPost2	DictMatch_TitleModifyRatio	DictMatch_ContentModifyRatio	LanguageModel_NowLmScore	LanguageModel_NowFirstLmScore	LanguageModel_NowLastLmScore	LanguageModel_LmScoreAvg	LanguageModel_FirstLmScoreAvg	LanguageModel_LastLmScoreAvg	LanguageModel_BadLmScoreAvg	LanguageModel_BadFirstLmScoreAvg	LanguageModel_BadLastLmScoreAvg	LTrate_TrateNum	LTrate_NowTrateScore	LTrate_NowThreadTrateScore	LTrate_NowReplyTrateScore	LTrate_TrateMean	LTrate_TrateVar	LTrate_ThreadTrateMean	LTrate_ThreadTrateVar	LTrate_ReplyTrateMean	LTrate_ReplyTrateVar	LTrate_Bukets0	LTrate_Bukets1	LTrate_Bukets2	LTrate_Bukets3	LTrate_TBukets0	LTrate_TBukets1	LTrate_TBukets2	LTrate_TBukets3	LTrate_PBukets0	LTrate_PBukets1	LTrate_PBukets2	LTrate_PBukets3	LTrate_TrateMean2	LTrate_TrateMean3	LTrate_TrateMean4	LTrate_TrateMean5	IPInfo_RecentLocs	IPInfo_RecentIps	IPInfo_RecentIpPrefix3	IPInfo_RecentIpPrefix2	IPInfo_RecentIpPrefix1	IPInfo_LocChanges	IPInfo_IpChanges	IPInfo_IpPrefix3Changes	IPInfo_IpPrefix2Changes	IPInfo_IpPrefix1Changes	IPInfo_ForeignIpRatio	MultiReplyTo_MultiReplyTo0	PostReplyRate_ThreadRatio	PostReplyRate_PostsNum	PostReplyRate_ThreadNum	PostReplyRate_UniqeThreadNum	PostReplyRate_UniqeThreadRatio	Time_TimeSpan0	Time_TimeSpan1	Time_TimeSpan2	Time_TimeSpan3	Time_TimeSpan4	Time_TimeSpanAvg	Time_TimeSpanVar	Time_HoursCovered	Time_NowTimeBin	Time_Bins0	Time_Bins1	Time_Bins2	Time_Bins3	Time_Bins4	Time_Bins5	DH_DH0	DH_DH1	DH_DH2	DH_DH3	DH_DH4	Sundry_PostType	Sundry_HistorySize	Sundry_PostsNumLast_1440_Minutes
43982127697	1	0.999989	1	835160144	gq118523	复古传奇	回复：无忧英雄，御龙复古=一月一区稳定长久	119985456745	0	0	0	5.64897	1	0	1	1	0	1	6	10	6	0	6	2	0	0	1	0	0.693147	0	0	0.693147	6.85307	1.98208	5.51745	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0.75	0	3.18324	0.16643	0	0	12	0	0.0769231	0.239049	0	0	3.18324	0.16643	4.4	0	0	0	4.4	14.0063	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	1	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	10	-0.88	0	-0.88	-0.89	0.000111111	-3	0	-0.89	0.000111111	0	1	0	0	0	1	0	0	0	1	0	0	-0.89	-0.886667	-0.89	-0.888	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0	10	0	2	0	0	0	0	0	0	2.5	5.75	0.1	1	0	1	0	0	0	0	0	0	0	0	1	0	10	10
44000644326	1	0.999984	1	1038220076	ncoaucv51507	迷失传奇	回复：【封印迷失】上线送16转_送贵族会员卡-元宝超好打，长期稳定	怀恋的味道~~~	0	0	0	2.07944	0	0	0	0	0	0	4	10	4	0	4	2	0	0	1	0	0	0	0	0	8.18869	3.50605e-30	8.18869	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539583	0.539583	0	0	0	0	0	2.6179	0.0150839	2.37966	0.0389046	13	10	0.785714	0.934149	0	0	2.6179	0.0150839	4.4	0	0	0	4.4	11.5188	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	2.55615	2.55615	2.55615	2.84615	2.84615	2.84615	3.06821	3.06821	3.06821	10	-1.26	0	-1.26	-1.136	0.00860444	-3	0	-1.136	0.00860444	0	1	0	0	0	1	0	0	0	1	0	0	-1.18	-1.17333	-1.135	-1.112	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0	10	0	1	0	0	0	0	0	0	2.5	5.75	0.1	3	0	0	0	1	0	0	0	0	0	0	1	0	10	10
44352482834	1	0.999344	1	804279393	1122aaa2	迷失传奇	回复：2013大型史诗巨作统领三界传奇 网站WWW.GM911.COM 千人在线	眼，洞穴内黑漆漆的，但是杨凌的	0	0	0	5.92693	0	0	0	0	0	0	7	10	7	0	7	0	2	0	0	0	0	0	0	0	8.18869	3.50605e-30	8.18869	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152389	0.152389	0	0.114286	0	0	0	3.39833	0.0359351	3.22519	0.0567727	30	26	0.870968	0.960634	0	0	3.39833	0.0359351	4.4	0	0	0	4.4	14.9527	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.54456	2.6188	2.60843	2.80843	2.80843	2.80843	3.09708	3.2188	3.1746	10	-1.18	0	-1.18	-1.208	0.0122844	-3	0	-1.208	0.0122844	0	1	0	0	0	1	0	0	0	1	0	0	-1.17	-1.2	-1.185	-1.184	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0	10	0	1	0	0	0	0	0	0	2.5	5.75	0.1	4	0	0	0	0	1	0	0	0	0	0	1	0	10	10
44028351052	1	0.889591	1	610665984	我弑魂淡	李毅	回复：【公告】治水需要引水渠，帝吧专用水楼	大雪降至	3.8712	8.78355	-4.91235	6.47235	1	0	1	1	0	2	11	10	11	0	11	1	1	1	0	0	0	0	0	0	12.843	0	12.843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.9	0.9	0	1	0	0	0	2.19722	2.19128e-31	2.19722	2.19128e-31	8	8	1	1	0	0	2.19722	2.19128e-31	4.4	0	0	0	4.4	9.66779	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3.87427	3.87427	3.87427	3.87427	3.87427	3.87427	3.87427	3.87427	3.87427	10	-1.38	0	-1.38	-1.38	5.4782e-32	-3	0	-1.38	5.4782e-32	0	1	0	0	0	1	0	0	0	1	0	0	-1.38	-1.38	-1.38	-1.38	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0	10	0	1	0	0	0	0	0	0	2.5	5.75	0.1	5	0	0	0	0	0	1	0	0	0	0	1	0	10	10
43984555453	1	0.974174	1	261777512	勾月残魂	罪恶王冠	回复：【真爱】这是樱满真名的真爱帖，喜欢姐姐的天天来顶啊~	永远支持我们可爱的姐姐！！	6.27099	9.23786	-2.96687	7.05445	1	1	1	1	0	1	11	10	11	0	11	1	1	1	0	0	0	0	0	0	9.27669	3.50605e-30	9.27669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.9	0.9	0	1	0	0	0	3.29584	0	3.13549	0	26	22	0.851852	0.962675	0	0	3.29584	0	4.4	0	0	0	4.4	14.5017	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.00016	2.23667	2.31724	2.00016	2.00016	2.00016	2.00016	2.23667	2.31724	10	-1.24	0	-1.24	-1.24	5.4782e-32	-3	0	-1.24	5.4782e-32	0	1	0	0	0	1	0	0	0	1	0	0	-1.24	-1.24	-1.24	-1.24	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0	10	0	1	0	0	0	0	0	0	2.5	5.75	0.1	1	0	1	0	0	0	0	0	0	0	0	1	0	10	10
43982183072	1	0.974174	1	261777512	勾月残魂	罪恶王冠	回复：【真爱】这是樱满真名的真爱帖，喜欢姐姐的天天来顶啊~	永远支持我们可爱的姐姐！！	6.27099	9.23786	-2.96687	7.05445	1	1	1	1	0	1	11	10	11	0	11	1	1	1	0	0	0	0	0	0	9.27669	3.50605e-30	9.27669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.9	0.9	0	1	0	0	0	3.29584	0	3.13549	0	26	22	0.851852	0.962675	0	0	3.29584	0	4.4	0	0	0	4.4	14.5017	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.00016	2.23667	2.31724	2.00016	2.00016	2.00016	2.00016	2.23667	2.31724	10	-1.24	0	-1.24	-1.24	5.4782e-32	-3	0	-1.24	5.4782e-32	0	1	0	0	0	1	0	0	0	1	0	0	-1.24	-1.24	-1.24	-1.24	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0	10	0	1	0	0	0	0	0	0	2.5	5.75	0.1	1	0	1	0	0	0	0	0	0	0	0	1	0	10	10
43983555275	1	0.993952	1	1042986711	爱你的迪love	汉川高中	回复：敬以此楼，献给女神。	飞越了时间的局限	0.693147	0	0.693147	0.693147	0	0	0	0	0	0	3	10	3	0	3	1	2	2	0	0	0	0	0	0	3.04452	0	3.04452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.336748	0.336748	0	0.227273	0	0	0	2.69904	0.0502205	2.69904	0.0502205	16	16	1	1	0	0	2.70475	0.0522514	4.4	0	0	0	4.4	11.9009	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.55297	2.55297	2.55297	2.71889	2.71889	2.71889	2.91452	2.91452	2.91452	10	-1.32	0	-1.32	-1.3	0.00764444	-3	0	-1.3	0.00764444	0	1	0	0	0	1	0	0	0	1	0	0	-1.32	-1.32	-1.32	-1.296	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0	10	0	1	0	0	0	0	0	0	2.5	5.75	0.1	1	0	1	0	0	0	0	0	0	0	0	1	0	10	10
44350032090	1	0.999328	1	80261563	一起玩SF	qq群	回复：【　交友】_________ 一直在等着，有一个共同的乐园	从陌生人到朋友，那种感觉很好，喜欢看到你们一个个陌生人变成好朋友。喜欢的请进wqz	1.38629	1.60944	-0.223144	7.61481	1	0	1	1	0	0	9	10	0	0	0	1	2	2	0	0	0	0	0	0	1.38629	0	1.38629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.9	0.9	0.1	1	0.574468	0	0	4.38203	8.76512e-31	4.26268	0	79	70	0.8875	0.977825	0	0	4.38203	8.76512e-31	4.4	0	0	0	4.4	19.2809	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.04	0	1	0	1	0	0	0	0	0	0.5	0	0.5	0	0	0	0	0	1	1	1.78876	2.44221	2.02998	1.78876	1.78876	1.78876	1.78876	2.44221	2.02998	10	-1.36	0	-1.36	-1.43	0.00544444	-3	0	-1.43	0.00544444	0	1	0	0	0	1	0	0	0	1	0	0	-1.43	-1.40667	-1.43	-1.416	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0	10	0	2	0	0	0	0	0	0	2.5	5.75	0.1	4	0	0	0	0	1	0	0	0	0	0	1	0	10	10
44350262760	1	0.999985	1	1034876950	cktbeut04701	blcos	回复：【广告】新地图开启，共创你我九天盛世—九天新招（143300478	九天欢迎你	0	0	0	2.94444	0	0	0	0	0	0	2	10	2	0	2	2	0	0	1	0	0	0	0	0	12.7675	3.50605e-30	12.7675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.786957	0.786957	0	0.434783	0	0	0	2.99954	0.268875	2.97811	0.252547	10	10	1	0.99464	0	0	2.99954	0.268875	4.4	0	0	0	4.4	13.198	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3.09387	3.09387	3.09387	2.76868	2.76868	2.76868	3.01268	3.03298	3.03742	10	-1.34	0	-1.34	-1.358	0.00084	-3	0	-1.358	0.00084	0	1	0	0	0	1	0	0	0	1	0	0	-1.37	-1.36	-1.355	-1.364	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0	10	0	1	0	0	0	0	0	0	2.5	5.75	0.1	4	0	0	0	0	1	0	0	0	0	0	1	0	10	10
44367757645	1	0.999975	1	1109853	jeans305	梦幻西游	回复：娱乐、　女生严禁看的图片...接下来，就是见证奇	你们都是几岁破的处！	0.693147	0	0.693147	8.10077	0	0	0	0	0	0	3	10	2.1	1.43333	1	2	0	0	1	0	1.49787	0.325083	0.325083	0.801819	3.85762	0.156723	3.93183	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213767	0.213767	0	0.162791	0.637723	0.590848	0	3.64919	0.0973183	3.50203	0.081166	20	18	0.904762	0.968348	0	0	3.64919	0.0973183	4.4	0	0	0	4.4	16.0564	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0.526316	0	0.0245902	0	0	0	0	0	0	0	0	0	0	0	0	0	0.430182	0.215091	0	0.215091	1	3	2.77535	2.77535	2.77535	2.6328	2.6328	2.6328	2.91403	3.0218	3.17245	10	-1.18	0	-1.18	-1.288	0.0393067	-3	0	-1.288	0.0393067	0	1	0	0	0	1	0	0	0	1	0	0	-1.33	-1.28667	-1.27	-1.24	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0	10	0	7	0	0	0	0	0	0	2.5	5.75	0.2	5	0	0	0	0	0	1	0	0	0	0	1	0	10	10
