47477010190	1
47479707782	1
47479858916	1
47481375726	1
47482903042	1
47487817085	1
47487880557	1
47488091936	1
47489611590	1
47491145285	1
47491730728	1
47492426419	1
47492488000	1
47492652539	1
47494880398	1
47495098742	1
47495106383	1
47495759516	1
47497152932	1
47497654579	1
47497849947	1
47498182859	1
47498188485	1
47498494168	1
47500637719	1
47502324706	1
47502438260	1
47502441794	1
47502443214	1
47505622389	1
47506807511	1
47507659381	1
47508009690	1
47509236860	1
47511229974	1
47514073683	1
47514953624	1
47516747115	1
47519095892	1
47522025643	1
47522767599	1
47424004590	1
47424419518	1
47424689928	1
47425109841	1
47425329620	1
47425400275	1
47427927746	1
47428323540	1
47428496524	1
47428504686	1
47428979432	1
47430569271	1
47432130405	1
47432880994	1
47432974312	1
47432987583	1
47432992604	1
47433082592	1
47433134992	1
47433192459	1
47433290715	1
47433521270	1
47433979829	1
47434266184	1
47436020859	1
47436182658	1
47439363870	1
47443507489	1
47445593439	1
47446406611	1
47446452809	1
47446549191	1
47446650129	1
47447245794	1
47447281193	1
47447894344	1
47448448339	1
47450251030	1
47451287585	1
47451707708	1
47452257287	1
47452754360	1
47452944534	1
47453035111	1
47453286335	1
47453371741	1
47453409062	1
47454382600	1
47455016907	1
47456215781	1
47458297063	1
47458307539	1
47458403098	1
47458536005	1
47460071533	1
47460144192	1
47460594661	1
47461772185	1
47462169023	1
47465196245	1
47466047957	1
47466242310	1
47467021299	1
47467799996	1
47470254777	1
47470265102	1
47474978571	1
47272765523	1
47273031673	1
47273554270	1
47275712939	1
47275896398	1
47276167851	1
47278140603	1
47278372374	1
47281017323	1
47281615983	1
47281652092	1
47285751669	1
47286253445	1
47286913284	1
47289843926	1
47290883643	1
47291106052	1
47292056347	1
47292257873	1
47292602759	1
47292822764	1
47292979033	1
47294332075	1
47294973839	1
47297137203	1
47297267436	1
47297316891	1
47301111078	1
47301710832	1
47302122576	1
47302860137	1
47304946113	1
47306669111	1
47307794556	1
47312255914	1
47312352502	1
47313086291	1
47313285145	1
47313442247	1
47313475489	1
47313669418	1
47314663639	1
47314998060	1
47315249158	1
47316067986	1
47317623326	1
47317759754	1
47223590832	1
47224235518	1
47224978057	1
47226411927	1
47227209838	1
47227291548	1
47227597884	1
47230132048	1
47231481659	1
47232957871	1
47233541179	1
47235972229	1
47236231054	1
47236814529	1
47237431137	1
47237974164	1
47238051888	1
47240075108	1
47241661005	1
47241696475	1
47241698111	1
47242471963	1
47242513694	1
47243651907	1
47244248128	1
47244534282	1
47244546076	1
47244588637	1
47245190610	1
47246644685	1
47247790643	1
47248260822	1
47248333911	1
47248334821	1
47248982589	1
47250309685	1
47250381274	1
47251615223	1
47253889039	1
47254354936	1
47255455956	1
47255503169	1
47256997120	1
47257269965	1
47257470481	1
47259744553	1
47259780077	1
47261321652	1
47264213963	1
47264424924	1
47265395755	1
47265608438	1
47266649737	1
47266757495	1
47266999085	1
47268181214	1
47268655227	1
47271151562	1
47175222556	1
47175522800	1
47176248817	1
47176629773	1
47176637087	1
47176734520	1
47176942971	1
47177741873	1
47178184295	1
